Date,Open,High,Low,Close,Adj Close,Volume
26/02/2012,null,null,null,null,null,null
27/02/2012,978.859985,988.580017,977.590027,983.98999,983.98999,268022400
28/02/2012,989.700012,991.599976,975.619995,976.440002,976.440002,180503000
29/02/2012,978.72998,992.23999,978.72998,990.059998,990.059998,229422400
01/03/2012,989.690002,999.190002,988.960022,999.190002,999.190002,194591600
04/03/2012,null,null,null,null,null,null
05/03/2012,1004.159973,1005.580017,999.869995,1001.049988,1001.049988,126187600
06/03/2012,994.599976,995.609985,984.650024,985.599976,985.599976,166849000
07/03/2012,984.77002,989.799988,982.450012,988.169983,988.169983,140577400
11/03/2012,null,null,null,null,null,null
12/03/2012,990.780029,992.559998,983.73999,986.390015,986.390015,173201600
13/03/2012,993.460022,995.799988,989.450012,993.460022,993.460022,393872000
14/03/2012,1003.159973,1025.790039,1002.76001,1019.169983,1019.169983,482395200
15/03/2012,1020.52002,1021.309998,1014.51001,1015.570007,1015.570007,228503400
18/03/2012,null,null,null,null,null,null
19/03/2012,1019.960022,1021.640015,1015.619995,1019.26001,1019.26001,230945600
20/03/2012,1019.450012,1020.929993,1014.130005,1018.390015,1018.390015,315241600
21/03/2012,1021.299988,1027.689941,1020.820007,1020.820007,1020.820007,444148000
22/03/2012,1023.22998,1025.709961,1018.900024,1025.439941,1025.439941,244433600
25/03/2012,null,null,null,null,null,null
26/03/2012,1033.51001,1052.22998,1032.829956,1052.22998,1052.22998,272238200
27/03/2012,1055.599976,1060.22998,1053.140015,1053.140015,1053.140015,160805400
28/03/2012,1054.199951,1056.170044,1048.530029,1050.719971,1050.719971,259517800
29/03/2012,1048.109985,1048.380005,1032.47998,1032.47998,1032.47998,273262000
01/04/2012,null,null,null,null,null,null
02/04/2012,1043.01001,1046.390015,1040.589966,1046.109985,1046.109985,219056600
03/04/2012,1051.959961,1056.319946,1050.689941,1056.319946,1056.319946,161724000
04/04/2012,1051.01001,1052.540039,1048.189941,1051.540039,1051.540039,217729200
05/04/2012,1051.98999,1056.180054,1049.310059,1053.459961,1053.459961,275991400
08/04/2012,null,null,null,null,null,null
09/04/2012,1045.969971,1047.01001,1043.800049,1045.310059,1045.310059,56907400
10/04/2012,1048.01001,1051.089966,1045.030029,1049.079956,1049.079956,69714200
11/04/2012,1038.630005,1042.25,1036.060059,1040.319946,1040.319946,96433200
15/04/2012,null,null,null,null,null,null
16/04/2012,1026.089966,1040.400024,1025.900024,1040.400024,1040.400024,208760800
17/04/2012,1039.170044,1055.410034,1038.640015,1052.410034,1052.410034,267184600
18/04/2012,1055.609985,1057.310059,1047.199951,1051.52002,1051.52002,157350400
19/04/2012,1056.25,1063.160034,1056.199951,1058.689941,1058.689941,142224000
22/04/2012,null,null,null,null,null,null
23/04/2012,1064.579956,1064.869995,1051.73999,1054.660034,1054.660034,135143200
24/04/2012,1060.98999,1066.400024,1059.579956,1065.01001,1065.01001,260852800
29/04/2012,null,null,null,null,null,null
30/04/2012,1069.560059,1070.069946,1064.079956,1066.48999,1066.48999,208693600
01/05/2012,1065.619995,1069.680054,1064.180054,1067.170044,1067.170044,111186200
02/05/2012,1072.530029,1074.150024,1059.569946,1061.640015,1061.640015,205049400
03/05/2012,1060.819946,1069.25,1059.300049,1067.469971,1067.469971,665230000
06/05/2012,null,null,null,null,null,null
07/05/2012,1039.819946,1049.650024,1037.390015,1048.040039,1048.040039,204795000
08/05/2012,1052.219971,1055.719971,1046.459961,1046.459961,1046.459961,153836600
09/05/2012,1046.290039,1046.72998,1033.560059,1033.560059,1033.560059,214036600
10/05/2012,1040.540039,1042.579956,1035.310059,1038.969971,1038.969971,180445200
13/05/2012,null,null,null,null,null,null
14/05/2012,1031.569946,1033.140015,1018.840027,1020.51001,1020.51001,211969200
15/05/2012,1019.690002,1021.469971,997.039978,1003.01001,1003.01001,228914200
16/05/2012,990.469971,1011.75,989.549988,1010.880005,1010.880005,210623200
17/05/2012,1006.669983,1006.690002,986.549988,988.820007,988.820007,180408800
20/05/2012,null,null,null,null,null,null
21/05/2012,983.200012,991.73999,977.059998,977.059998,977.059998,136896200
22/05/2012,985.849976,991.460022,973.909973,980.380005,980.380005,246204200
23/05/2012,975.72998,976.700012,965.51001,965.51001,965.51001,227912400
24/05/2012,967.200012,975.140015,959.960022,970.909973,970.909973,335967400
28/05/2012,976.900024,979.109985,975.219971,976.559998,976.559998,162809200
29/05/2012,979.429993,980.76001,969.059998,973.47998,973.47998,211805000
30/05/2012,970.669983,974.02002,964.309998,967.140015,967.140015,135418000
31/05/2012,971.919983,981.280029,967.830017,981.280029,981.280029,224723400
03/06/2012,null,null,null,null,null,null
04/06/2012,956.099976,969.409973,955.559998,966.219971,966.219971,211417200
05/06/2012,969.359985,972.390015,960.98999,971.070007,971.070007,173357000
06/06/2012,978.099976,986.640015,977.630005,984.289978,984.289978,259313400
07/06/2012,991.73999,1002.030029,988.710022,1002.030029,1002.030029,250585800
10/06/2012,null,null,null,null,null,null
11/06/2012,1013.299988,1014.01001,992.630005,996.609985,996.609985,156014000
12/06/2012,991.690002,994.650024,985.109985,994.650024,994.650024,165836200
13/06/2012,994.179993,998.73999,981.25,981.25,981.25,209958800
14/06/2012,979.02002,981.719971,964.580017,972.169983,972.169983,284210800
17/06/2012,null,null,null,null,null,null
18/06/2012,991.299988,992.299988,980.450012,984.150024,984.150024,235480200
19/06/2012,985.76001,994.309998,983.309998,994.309998,994.309998,118274800
20/06/2012,994.059998,995.349976,988.97998,989.179993,989.179993,151376000
21/06/2012,983.72998,988.309998,983.130005,985.119995,985.119995,81751600
24/06/2012,null,null,null,null,null,null
25/06/2012,984.419983,985.830017,976.659973,977.789978,977.789978,177347000
26/06/2012,976.849976,981.419983,972.099976,976.429993,976.429993,113452400
27/06/2012,978.409973,980.630005,974.849976,978.400024,978.400024,97315200
28/06/2012,983.830017,984.580017,967.070007,969.859985,969.859985,189164400
01/07/2012,null,null,null,null,null,null
02/07/2012,986.669983,991.200012,985.460022,986.950012,986.950012,90120400
03/07/2012,986.140015,991.080017,984.789978,988.200012,988.200012,81763800
04/07/2012,990.409973,991.719971,987.309998,988.419983,988.419983,170270200
05/07/2012,989.619995,997.309998,987.52002,990.98999,990.98999,299227800
08/07/2012,null,null,null,null,null,null
09/07/2012,984.210022,986.070007,981.710022,983.570007,983.570007,117463600
10/07/2012,980.26001,988.369995,979.640015,984.789978,984.789978,256552800
11/07/2012,979.309998,980.890015,976.909973,978.849976,978.849976,96072200
12/07/2012,975.130005,975.309998,971.27002,972.830017,972.830017,152901800
15/07/2012,null,null,null,null,null,null
16/07/2012,965.780029,965.929993,957.47998,965.429993,965.429993,156764800
17/07/2012,967.539978,969.859985,960.140015,968.809998,968.809998,167110400
18/07/2012,966.25,970.280029,965.27002,967.099976,967.099976,212376600
19/07/2012,981.48999,986.669983,979.340027,983.619995,983.619995,248729200
22/07/2012,null,null,null,null,null,null
23/07/2012,971.27002,971.460022,958.039978,960.359985,960.359985,121568800
24/07/2012,962.52002,968.390015,958.859985,967.849976,967.849976,165310200
25/07/2012,962.390015,978.549988,962.099976,977.140015,977.140015,176975000
26/07/2012,978.409973,990.5,974.27002,988.159973,988.159973,286279200
30/07/2012,1002.919983,1007.179993,1001.150024,1002.690002,1002.690002,110936200
31/07/2012,1001.609985,1002.320007,995.059998,996.719971,996.719971,113456000
01/08/2012,995.929993,997.909973,990.48999,996.299988,996.299988,119415600
02/08/2012,991.070007,993.190002,984.049988,984.47998,984.47998,162557200
05/08/2012,null,null,null,null,null,null
06/08/2012,989.710022,990.169983,985.679993,987.880005,987.880005,112683800
07/08/2012,990.109985,1000.150024,989.609985,999.880005,999.880005,140647800
08/08/2012,997.349976,999.190002,995.299988,999.190002,999.190002,86284600
09/08/2012,1002.01001,1002.950012,994.47998,996.099976,996.099976,210822000
12/08/2012,null,null,null,null,null,null
13/08/2012,985,986.289978,970.909973,972.039978,972.039978,224950600
14/08/2012,972.429993,978.559998,971.280029,978.02002,978.02002,205864600
15/08/2012,976.409973,977.73999,973.150024,973.820007,973.820007,186932000
16/08/2012,977.48999,985.429993,976.969971,982.030029,982.030029,197909000
19/08/2012,null,null,null,null,null,null
20/08/2012,986.099976,988.179993,983.669983,984.130005,984.130005,105805800
21/08/2012,984.909973,994.650024,984.23999,993.200012,993.200012,193499400
22/08/2012,990.700012,993.969971,988.52002,989.640015,989.640015,250048600
23/08/2012,994.72998,996.960022,983.539978,984.51001,984.51001,175154000
26/08/2012,null,null,null,null,null,null
27/08/2012,987.77002,992.969971,987.440002,990.440002,990.440002,281133600
28/08/2012,988.630005,989.330017,984.030029,985.47998,985.47998,215762400
29/08/2012,987.289978,997.859985,985.210022,995.809998,995.809998,237059000
30/08/2012,995.539978,1000.960022,993.900024,999.590027,999.590027,424962200
02/09/2012,null,null,null,null,null,null
03/09/2012,993.799988,998.330017,993.690002,997.950012,997.950012,269480600
04/09/2012,996.330017,998.049988,990.26001,990.72998,990.72998,281145200
05/09/2012,991.119995,993.090027,985.880005,990.530029,990.530029,169397400
06/09/2012,988.539978,992.679993,986.830017,989.359985,989.359985,463208200
09/09/2012,null,null,null,null,null,null
10/09/2012,1003.650024,1008.719971,1002.97998,1006.969971,1006.969971,197103200
11/09/2012,1001.650024,1006.130005,1000.26001,1006.130005,1006.130005,279596600
12/09/2012,1007.849976,1009.969971,1003.75,1009.77002,1009.77002,160096800
13/09/2012,1008.02002,1011.690002,1006.369995,1011.690002,1011.690002,163867600
19/09/2012,1018.530029,1019.609985,1013.830017,1015.47998,1015.47998,138175400
20/09/2012,1015.380005,1016.869995,1013.049988,1016.869995,1016.869995,105349400
23/09/2012,null,null,null,null,null,null
24/09/2012,1027.719971,1042.829956,1026.829956,1041.76001,1041.76001,204177000
27/09/2012,1044.880005,1057.030029,1041.079956,1054.579956,1054.579956,0
02/10/2012,1062.699951,1079.01001,1061.540039,1079.01001,1079.01001,0
03/10/2012,1079.339966,1095.099976,1074.550049,1088.540039,1088.540039,0
04/10/2012,1089.670044,1089.670044,1083.98999,1087.150024,1087.150024,0
09/10/2012,1083.22998,1083.589966,1069.23999,1069.23999,1069.23999,0
10/10/2012,1067.26001,1070.160034,1057.72998,1067.47998,1067.47998,0
11/10/2012,1067.97998,1077.920044,1066.189941,1077.219971,1077.219971,0
14/10/2012,null,null,null,null,null,null
15/10/2012,1080.699951,1094.589966,1078.109985,1088.099976,1088.099976,0
16/10/2012,1091.72998,1097.189941,1089.76001,1092.589966,1092.589966,0
17/10/2012,1091.680054,1096.670044,1089.719971,1092.76001,1092.76001,0
18/10/2012,1087.199951,1091.180054,1077.27002,1079.030029,1079.030029,0
21/10/2012,null,null,null,null,null,null
22/10/2012,1067.5,1075.72998,1061.98999,1069.569946,1069.569946,0
23/10/2012,1064.449951,1066.439941,1053.660034,1054.709961,1054.709961,464145800
24/10/2012,1056.609985,1066.339966,1053.969971,1065.619995,1065.619995,526517700
25/10/2012,1066.280029,1077.619995,1064.23999,1073.650024,1073.650024,393066300
28/10/2012,null,null,null,null,null,null
29/10/2012,1069.579956,1069.579956,1061.880005,1063.48999,1063.48999,223545300
30/10/2012,1067.449951,1075.180054,1066.52002,1072.849976,1072.849976,352098600
31/10/2012,1076.099976,1082.040039,1072.280029,1076.410034,1076.410034,456674800
01/11/2012,1078.939941,1082.930054,1078.079956,1082.589966,1082.589966,292115100
04/11/2012,null,null,null,null,null,null
05/11/2012,1082.800049,1086.160034,1081.680054,1084.699951,1084.699951,196286800
06/11/2012,1087.839966,1093.880005,1085.01001,1090.660034,1090.660034,193107300
07/11/2012,1092.079956,1092.310059,1073.02002,1073.02002,1073.02002,142361400
08/11/2012,1070.150024,1075.890015,1068.77002,1071.959961,1071.959961,294607300
11/11/2012,null,null,null,null,null,null
12/11/2012,1068.920044,1071.300049,1060.030029,1061.380005,1061.380005,144209300
13/11/2012,1057.869995,1063.800049,1055.199951,1059.369995,1059.369995,449935800
14/11/2012,1061.310059,1065.880005,1054.119995,1054.119995,1054.119995,154533100
15/11/2012,1038.540039,1045.530029,1035.089966,1045.130005,1045.130005,224077100
18/11/2012,null,null,null,null,null,null
19/11/2012,1058.23999,1068.469971,1056.51001,1063.48999,1063.48999,139463000
20/11/2012,1064.640015,1067.640015,1059.369995,1061.709961,1061.709961,119386200
21/11/2012,1061.280029,1065.459961,1056.290039,1064.449951,1064.449951,133543400
22/11/2012,1068.920044,1072.560059,1067.060059,1067.98999,1067.98999,248587400
25/11/2012,null,null,null,null,null,null
26/11/2012,1083.560059,1088.119995,1080.589966,1086.47998,1086.47998,144140900
27/11/2012,1088.609985,1093.72998,1087.800049,1092.859985,1092.859985,121154000
28/11/2012,1092.22998,1094.400024,1086.400024,1086.51001,1086.51001,86823300
29/11/2012,1087.310059,1093.72998,1087.030029,1089.609985,1089.609985,336980800
02/12/2012,null,null,null,null,null,null
03/12/2012,1093.069946,1095.23999,1087.619995,1090.97998,1090.97998,428460800
04/12/2012,1086.920044,1087.530029,1082.180054,1083.079956,1083.079956,184471700
05/12/2012,1088.800049,1090.109985,1085.800049,1087.219971,1087.219971,190237000
06/12/2012,1086.469971,1087.630005,1083.599976,1085.22998,1085.22998,158985100
09/12/2012,null,null,null,null,null,null
10/12/2012,1091.619995,1091.619995,1085.22998,1089.819946,1089.819946,171789500
11/12/2012,1091.969971,1098.569946,1090.52002,1098.530029,1098.530029,137167600
12/12/2012,1097.280029,1100.780029,1096.859985,1097.060059,1097.060059,142355800
13/12/2012,1092.650024,1094.349976,1082.900024,1082.900024,1082.900024,315790800
16/12/2012,null,null,null,null,null,null
17/12/2012,1075.900024,1076.47998,1059.689941,1063.849976,1063.849976,136175900
18/12/2012,1070.469971,1071.689941,1067.910034,1068.630005,1068.630005,151819800
19/12/2012,1074.400024,1080.369995,1073.530029,1080.189941,1080.189941,195252400
20/12/2012,1075.920044,1077.930054,1072.439941,1076.810059,1076.810059,149052000
23/12/2012,null,null,null,null,null,null
24/12/2012,1061.569946,1062.25,1049.380005,1052.319946,1052.319946,173725900
25/12/2012,1054.219971,1055.72998,1044.150024,1045.699951,1045.699951,184408800
26/12/2012,1048.829956,1055.040039,1044,1050.01001,1050.01001,176586800
27/12/2012,1034.630005,1051.199951,1034.630005,1048.180054,1048.180054,325508900
30/12/2012,null,null,null,null,null,null
31/12/2012,1048.319946,1051.920044,1043.23999,1049.060059,1049.060059,292292400
01/01/2013,1067.550049,1076.339966,1064.650024,1076.339966,1076.339966,129999800
02/01/2013,1078.73999,1085.22998,1077.859985,1084.22998,1084.22998,155946100
03/01/2013,1081.829956,1081.969971,1072.650024,1074.25,1074.25,203832700
06/01/2013,null,null,null,null,null,null
07/01/2013,1079.050049,1079.050049,1071.910034,1073.23999,1073.23999,121627000
08/01/2013,1070.939941,1075.359985,1069.390015,1071.640015,1071.640015,204078000
09/01/2013,1074.339966,1076.150024,1072.780029,1076.150024,1076.150024,124061100
10/01/2013,1082.800049,1086.410034,1074.290039,1085.949951,1085.949951,163163200
13/01/2013,null,null,null,null,null,null
14/01/2013,1082.219971,1084.560059,1077.140015,1079.23999,1079.23999,85757500
15/01/2013,1078.98999,1080.699951,1069.959961,1071.199951,1071.199951,106438200
16/01/2013,1070.530029,1072.449951,1063.469971,1069.98999,1069.98999,133871400
17/01/2013,1068.359985,1071.069946,1067.079956,1070.859985,1070.859985,60884600
20/01/2013,null,null,null,null,null,null
21/01/2013,1056.780029,1061.140015,1049.089966,1060.609985,1060.609985,104821800
23/01/2013,1069.97998,1078.119995,1068,1070.170044,1070.170044,98931700
24/01/2013,1066.469971,1067.339966,1059.97998,1063.97998,1063.97998,245563200
27/01/2013,null,null,null,null,null,null
28/01/2013,1064.420044,1067.27002,1060.829956,1066.180054,1066.180054,74750200
29/01/2013,1066.719971,1067.449951,1054.959961,1057.890015,1057.890015,103441700
30/01/2013,1059.640015,1061.660034,1046.040039,1047.589966,1047.589966,103586200
31/01/2013,1048.040039,1051.810059,1043.859985,1046.719971,1046.719971,113770300
03/02/2013,null,null,null,null,null,null
04/02/2013,1063.619995,1066.400024,1059.52002,1063.670044,1063.670044,168082400
05/02/2013,1063.099976,1074.469971,1062.5,1073.72998,1073.72998,68995100
06/02/2013,1078.349976,1080.329956,1073.27002,1074.650024,1074.650024,107234400
07/02/2013,1079.109985,1081.25,1076.819946,1081.170044,1081.170044,150624100
10/02/2013,null,null,null,null,null,null
11/02/2013,1085.02002,1089.969971,1084.150024,1088.920044,1088.920044,77478100
12/02/2013,1089.959961,1097.109985,1086.619995,1096.52002,1096.52002,88580600
13/02/2013,1098.589966,1099.109985,1090.819946,1092.089966,1092.089966,131195200
14/02/2013,1091.77002,1092,1084.579956,1087.22998,1087.22998,113662600
17/02/2013,null,null,null,null,null,null
18/02/2013,1091.800049,1092.26001,1085.22998,1086.859985,1086.859985,116762500
19/02/2013,1086.97998,1093.449951,1086.48999,1091.040039,1091.040039,93981500
20/02/2013,1094.119995,1104.530029,1093.939941,1104.530029,1104.530029,133768900
21/02/2013,1085.329956,1092.939941,1085.329956,1085.800049,1085.800049,407265300
25/02/2013,1088.660034,1091.380005,1087.150024,1089.140015,1089.140015,101854400
26/02/2013,1081.209961,1087.119995,1079.51001,1086.199951,1086.199951,169991100
27/02/2013,1087.369995,1087.719971,1083.869995,1084.719971,1084.719971,121117000
28/02/2013,1090.810059,1091.660034,1087.949951,1090.670044,1090.670044,107324900
03/03/2013,null,null,null,null,null,null
04/03/2013,1083.400024,1088.310059,1080.48999,1087.369995,1087.369995,95686200
05/03/2013,1091.060059,1098.089966,1090.900024,1096.589966,1096.589966,99143200
06/03/2013,1099.439941,1100.469971,1097.130005,1098.719971,1098.719971,163816600
07/03/2013,1100.650024,1101.51001,1096.369995,1096.380005,1096.380005,134949800
10/03/2013,null,null,null,null,null,null
11/03/2013,1103.640015,1105.400024,1101.079956,1101.51001,1101.51001,107072700
12/03/2013,1105.839966,1106.72998,1102.099976,1103.48999,1103.48999,71471000
13/03/2013,1103.180054,1106.069946,1098.069946,1103.430054,1103.430054,128310400
14/03/2013,1104.050049,1108.099976,1103.290039,1104.109985,1104.109985,283618800
17/03/2013,null,null,null,null,null,null
18/03/2013,1091.459961,1110.040039,1090.380005,1105.819946,1105.819946,113286900
19/03/2013,1107.550049,1115.339966,1105.449951,1111.859985,1111.859985,101874500
20/03/2013,1114.170044,1115.98999,1110.910034,1112.579956,1112.579956,122094200
21/03/2013,1113.369995,1113.780029,1102.689941,1104.140015,1104.140015,114572000
24/03/2013,null,null,null,null,null,null
27/03/2013,1113.810059,1114.050049,1104.23999,1107.22998,1107.22998,86954900
28/03/2013,1105.040039,1105.939941,1099,1100.040039,1100.040039,143035900
02/04/2013,1102.619995,1105.439941,1101.170044,1104.219971,1104.219971,100794700
03/04/2013,1103.949951,1104.969971,1101.73999,1103.589966,1103.589966,93372800
04/04/2013,1103.329956,1103.329956,1093.910034,1094.170044,1094.170044,97217100
07/04/2013,null,null,null,null,null,null
08/04/2013,1092.530029,1096.170044,1090.219971,1093.599976,1093.599976,110323500
09/04/2013,1095.599976,1095.880005,1093.050049,1094.76001,1094.76001,94057700
10/04/2013,1096.119995,1101.150024,1094.140015,1098.469971,1098.469971,83091800
11/04/2013,1100.219971,1102.209961,1095.73999,1096.430054,1096.430054,137348400
14/04/2013,null,null,null,null,null,null
17/04/2013,1094.52002,1094.819946,1083.829956,1085.949951,1085.949951,107711200
18/04/2013,1084.439941,1084.810059,1073.079956,1074.030029,1074.030029,150357900
21/04/2013,null,null,null,null,null,null
22/04/2013,1074.660034,1080.670044,1066.719971,1073.349976,1073.349976,106488900
23/04/2013,1069.439941,1079.660034,1069.180054,1079.660034,1079.660034,75466200
24/04/2013,1083.109985,1088.579956,1081.949951,1086.410034,1086.410034,90467300
25/04/2013,1081.98999,1083.209961,1076.880005,1078.849976,1078.849976,197605800
28/04/2013,null,null,null,null,null,null
29/04/2013,1073.819946,1077.040039,1073.089966,1073.900024,1073.900024,58064100
30/04/2013,1076.569946,1082.949951,1074.530029,1082.949951,1082.949951,92159300
01/05/2013,1082.780029,1087.699951,1080.319946,1081.209961,1081.209961,164118600
02/05/2013,1080.140015,1082.319946,1077.939941,1080.849976,1080.849976,130208400
05/05/2013,null,null,null,null,null,null
06/05/2013,1080.290039,1087.27002,1079.189941,1087.060059,1087.060059,64999000
07/05/2013,1088.579956,1089.119995,1085.23999,1088.410034,1088.410034,91559500
08/05/2013,1088.530029,1090.719971,1085.660034,1087.400024,1087.400024,197552400
09/05/2013,1089.22998,1089.619995,1076.170044,1076.170044,1076.170044,182208100
12/05/2013,null,null,null,null,null,null
13/05/2013,1070.76001,1078.52002,1068.800049,1077.02002,1077.02002,177169100
16/05/2013,1090.290039,1092.819946,1087.859985,1089.060059,1089.060059,147418600
19/05/2013,null,null,null,null,null,null
20/05/2013,1097.22998,1106.560059,1095.680054,1105.369995,1105.369995,98571400
21/05/2013,1106.77002,1109.619995,1104.119995,1108.790039,1108.790039,210434500
22/05/2013,1109.579956,1110.699951,1104.670044,1108.839966,1108.839966,126292700
23/05/2013,1097.27002,1097.27002,1087.849976,1091.439941,1091.439941,248848900
26/05/2013,null,null,null,null,null,null
27/05/2013,1102.199951,1102.530029,1098.680054,1101.530029,1101.530029,114112900
28/05/2013,1108.920044,1118.599976,1108.920044,1118.01001,1118.01001,215012800
29/05/2013,1117.469971,1118.060059,1108.380005,1109.119995,1109.119995,121805500
30/05/2013,1105.859985,1110.349976,1101.76001,1107.900024,1107.900024,182655600
02/06/2013,null,null,null,null,null,null
03/06/2013,1103.079956,1108.380005,1100.72998,1107.959961,1107.959961,173395600
04/06/2013,1108.619995,1111.030029,1107.310059,1110.52002,1110.52002,99379400
05/06/2013,1105.97998,1106.069946,1102.040039,1103.869995,1103.869995,96941400
06/06/2013,1100.869995,1104.180054,1099.219971,1101.459961,1101.459961,105761600
09/06/2013,null,null,null,null,null,null
10/06/2013,1109.109985,1111.890015,1107.540039,1111.890015,1111.890015,107316100
11/06/2013,1111.109985,1111.719971,1102.339966,1104.079956,1104.079956,114604900
12/06/2013,1102.890015,1104.969971,1099.98999,1102.089966,1102.089966,163971000
13/06/2013,1090.540039,1094.75,1087,1093.109985,1093.109985,237083600
16/06/2013,null,null,null,null,null,null
17/06/2013,1101.609985,1104.040039,1100.75,1102.189941,1102.189941,110014800
18/06/2013,1102.630005,1102.780029,1100.319946,1102.780029,1102.780029,89177200
19/06/2013,1105.390015,1106.339966,1098.5,1099.920044,1099.920044,189366600
20/06/2013,1092.27002,1092.52002,1086.689941,1087.599976,1087.599976,235269600
23/06/2013,null,null,null,null,null,null
24/06/2013,1082.47998,1085.290039,1070.890015,1071.52002,1071.52002,179849200
25/06/2013,1073.959961,1075.869995,1069.349976,1069.349976,1069.349976,115681100
26/06/2013,1071.02002,1075.199951,1069.22998,1070.709961,1070.709961,72158400
27/06/2013,1071.390015,1074.709961,1067.77002,1069.560059,1069.560059,140647800
30/06/2013,null,null,null,null,null,null
01/07/2013,1074.890015,1076.800049,1071.329956,1076.630005,1076.630005,52306200
02/07/2013,1080.449951,1080.680054,1077.599976,1080.319946,1080.319946,64482300
03/07/2013,1078.599976,1079.150024,1068.130005,1072.800049,1072.800049,123313900
04/07/2013,1073.469971,1078.670044,1072.550049,1075.51001,1075.51001,107106800
07/07/2013,null,null,null,null,null,null
08/07/2013,1084,1088.01001,1083.47998,1088.01001,1088.01001,76013800
09/07/2013,1089.25,1090.5,1086.310059,1088.689941,1088.689941,160492100
10/07/2013,1089.47998,1090.170044,1086.670044,1089.050049,1089.050049,55783800
11/07/2013,1098.939941,1098.939941,1094.040039,1096,1096,131653100
14/07/2013,null,null,null,null,null,null
15/07/2013,1105.01001,1105.859985,1101.829956,1103.469971,1103.469971,140651700
17/07/2013,1103.849976,1108.449951,1100.430054,1108.040039,1108.040039,194474300
18/07/2013,1110.199951,1111.880005,1107.119995,1111.209961,1111.209961,142664700
21/07/2013,null,null,null,null,null,null
22/07/2013,1111.959961,1112.969971,1109.390015,1112.140015,1112.140015,70634100
23/07/2013,1114.380005,1114.630005,1111.189941,1112.52002,1112.52002,90859500
24/07/2013,1112.380005,1119.22998,1111.300049,1116.76001,1116.76001,235115100
25/07/2013,1114.790039,1114.790039,1106.829956,1110.560059,1110.560059,160660500
28/07/2013,null,null,null,null,null,null
29/07/2013,1110.660034,1112.130005,1106.199951,1107.599976,1107.599976,77571600
30/07/2013,1105.52002,1105.52002,1086.719971,1093.160034,1093.160034,229567200
31/07/2013,1094.030029,1094.26001,1088.859985,1094.060059,1094.060059,85531500
01/08/2013,1095.310059,1099.849976,1093.880005,1098.829956,1098.829956,129220700
04/08/2013,null,null,null,null,null,null
05/08/2013,1101.660034,1103.880005,1097.430054,1100.160034,1100.160034,116204500
06/08/2013,1097.579956,1099.349976,1095.47998,1096.52002,1096.52002,119090600
07/08/2013,1094.569946,1098.790039,1092.359985,1096.439941,1096.439941,124008100
08/08/2013,1098.060059,1100.660034,1096.160034,1097.660034,1097.660034,108173000
11/08/2013,null,null,null,null,null,null
